id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,hoa,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,builder
"200-River-Vista-Dr,-Unit-405,-Atlanta,-GA-30339","200 River Vista Dr, Unit 405, Atlanta, GA 30339",200 River Vista Dr,Unit 405,Atlanta,GA,30339,Fulton,33.901125,-84.4399,Condo,1,1,950.0,958.0,2010.0,{'fee': 542},Active,275000,Standard,2024-09-12T00:00:00.000Z,,2022-08-31T13:06:18.771Z,2024-10-12T12:55:16.972Z,31,GeorgiaMLS,10376997,"{'name': 'Alex & Maliana Worrell - Worrell Real Estate Team', 'phone': '4046305900', 'email': 'alex@worrellrealestate.com', 'website': 'https://www.zillow.com/profile/alexworrellrealtor'}","{'name': 'Keller Williams Chattahoochee North', 'phone': '6785782700', 'email': 'mikemoulder@kw.com', 'website': 'http://chattahoocheenorth.yourkwoffice.com/home'}","{'2024-09-12': {'event': 'Sale Listing', 'price': 275000, 'listingType': 'Standard', 'listedDate': '2024-09-12T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 31}}",
"805-Peachtree-St-NE,-Unit-307,-Atlanta,-GA-30308","805 Peachtree St NE, Unit 307, Atlanta, GA 30308",805 Peachtree St NE,Unit 307,Atlanta,GA,30308,Fulton,33.776458,-84.383855,Condo,1,1,1195.0,1194.0,1951.0,{'fee': 625},Active,369000,Standard,2024-09-13T00:00:00.000Z,,2021-12-01T13:46:13.725Z,2024-10-12T12:55:16.948Z,30,FMLS,7453269,"{'name': 'Blair Branch Huckeba', 'phone': '4046974559', 'email': 'blair@blairsells.com', 'website': 'http://www.blairsells.com/'}","{'name': 'Dorsey Alston Realtors', 'phone': '4043522010', 'email': 'klrw367@kw.com', 'website': 'www.dorseyalston.com'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 369000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"562-Formwalt-St-SW,-Apt-5,-Atlanta,-GA-30312","562 Formwalt St SW, Apt 5, Atlanta, GA 30312",562 Formwalt St SW,Apt 5,Atlanta,GA,30312,Fulton,33.739388,-84.395668,Condo,1,1,576.0,575.0,1961.0,{'fee': 200},Active,199900,Standard,2024-09-13T00:00:00.000Z,,2022-09-09T10:11:36.938Z,2024-10-12T12:55:16.947Z,30,FMLS,7455136,"{'name': 'Jennifer Engel', 'phone': '6087127151', 'email': 'jen@nestatlanta.com'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'beth.butler@compass.com', 'website': 'www.compass.com'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 199900, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"46-Monet-Ct-NW,-Atlanta,-GA-30327","46 Monet Ct NW, Atlanta, GA 30327",46 Monet Ct NW,,Atlanta,GA,30327,Fulton,33.819893,-84.423833,Condo,1,1,812.0,810.0,1970.0,{'fee': 424},Active,187000,Standard,2024-09-13T00:00:00.000Z,,2024-09-14T00:00:00.000Z,2024-10-12T12:55:15.035Z,30,FMLS,7454518,"{'name': 'Marta Haviv', 'phone': '4049848202', 'email': 'marta@gsgrealty.com'}","{'name': 'HomeSmart', 'phone': '4048764901', 'email': 'tvonbrinegar@phpatlanta.com', 'website': 'http://www.palmerhouseproperties.com'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 187000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"943-Peachtree-St-NE,-Unit-1605,-Atlanta,-GA-30309","943 Peachtree St NE, Unit 1605, Atlanta, GA 30309",943 Peachtree St NE,Unit 1605,Atlanta,GA,30309,Fulton,33.780409,-84.38346,Condo,1,1,754.0,741.0,2002.0,{'fee': 409},Active,287000,Standard,2024-09-13T00:00:00.000Z,,2024-06-21T00:00:00.000Z,2024-10-12T12:55:15.024Z,30,GeorgiaMLS,10377203,"{'name': 'Ashley J. Webb', 'phone': '7706536517', 'email': 'ashley.webb@harrynorman.com', 'website': 'http://www.ashleywebb.harrynorman.com'}","{'name': 'Ansley Real Estate', 'phone': '4044804663', 'email': 'lane@ansleyre.com', 'website': 'www.ansleyatlanta.com'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 287000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"361-17th-St-NW,-Unit-806,-Atlanta,-GA-30363","361 17th St NW, Unit 806, Atlanta, GA 30363",361 17th St NW,Unit 806,Atlanta,GA,30363,Fulton,33.791622,-84.398068,Condo,1,1,811.0,871.0,2005.0,{'fee': 515},Active,270000,Standard,2024-09-13T00:00:00.000Z,,2024-09-14T00:00:00.000Z,2024-10-12T12:55:14.951Z,30,FMLS,7455782,"{'name': 'Selina Su', 'phone': '4048432500'}","{'name': 'Better Homes and Gardens Real Estate Metro Brokers', 'phone': '4048432500', 'email': 'marketing@metrobrokers.com', 'website': 'http://www.metrobrokers.com/'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 270000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"1280-W-Peachtree-St-NW,-Apt-1701,-Atlanta,-GA-30309","1280 W Peachtree St NW, Apt 1701, Atlanta, GA 30309",1280 W Peachtree St NW,Apt 1701,Atlanta,GA,30309,Fulton,33.789685,-84.388805,Condo,1,1,457.0,457.0,1989.0,{'fee': 247},Active,167000,Standard,2024-09-13T00:00:00.000Z,,2023-08-17T00:00:00.000Z,2024-10-12T12:55:14.935Z,30,FMLS,7455496,"{'name': 'Parker Clayton Smith', 'phone': '4043136030', 'email': 'parker@movingtoatlanta.net', 'website': 'http://www.movingtoatlanta.net'}","{'name': 'Exp Realty LLC', 'phone': '8889599461', 'email': 'jason.white@exprealty.com'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 167000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"3180-Mathieson-Dr-NE,-Unit-1203,-Atlanta,-GA-30305","3180 Mathieson Dr NE, Unit 1203, Atlanta, GA 30305",3180 Mathieson Dr NE,Unit 1203,Atlanta,GA,30305,Fulton,33.841749,-84.377495,Condo,1,1,1014.0,1015.0,2001.0,{'fee': 536},Active,399000,Standard,2024-09-13T00:00:00.000Z,,2021-06-23T15:13:40.067Z,2024-10-12T12:55:14.926Z,30,FMLS,7455526,"{'name': 'Christina Rabideaux', 'phone': '4042375000', 'email': 'christinarabideaux@atlantafinehomes.com', 'website': 'http://www.sothebysrealty.com/eng/associate/180-a-948-4031256/christina-rabideaux/sold'}","{'name': 'Hunter Rae Real Estate', 'phone': '4044688359'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 399000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"2479-Peachtree-Rd-NE,-Apt-1203,-Atlanta,-GA-30305","2479 Peachtree Rd NE, Apt 1203, Atlanta, GA 30305",2479 Peachtree Rd NE,Apt 1203,Atlanta,GA,30305,Fulton,33.822479,-84.386465,Condo,1,1,837.0,828.0,1967.0,{'fee': 649},Active,192000,Standard,2024-09-13T00:00:00.000Z,,2024-06-09T00:00:00.000Z,2024-10-12T12:55:14.911Z,30,GeorgiaMLS,10377719,"{'name': 'Mark Spain', 'phone': '8552997653', 'email': 'homes@markspain.com', 'website': 'http://www.markspain.com'}","{'name': 'Mark Spain Real Estate', 'phone': '7708869000', 'email': 'homes@markspain.com'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 192000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"3481-Lakeside-Dr-NE,-Apt-1305,-Atlanta,-GA-30326","3481 Lakeside Dr NE, Apt 1305, Atlanta, GA 30326",3481 Lakeside Dr NE,Apt 1305,Atlanta,GA,30326,Fulton,33.849083,-84.357144,Condo,1,1,750.0,,2020.0,{'fee': 494},Active,265000,Standard,2024-09-14T00:00:00.000Z,,2024-09-14T00:00:00.000Z,2024-10-12T12:55:12.882Z,29,FMLS,7455901,"{'name': 'John Bailey', 'phone': '7704847888', 'email': 'johnbailey@johnbaileyrealty.com', 'website': 'http://www.johnbaileyrealty.com'}","{'name': 'JOHN BAILEY REALTY INC', 'phone': '7704847888', 'email': 'johnbailey@johnbaileyrealty.com', 'website': 'http://www.johnbaileyrealty.com'}","{'2024-09-14': {'event': 'Sale Listing', 'price': 265000, 'listingType': 'Standard', 'listedDate': '2024-09-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 29}}",
"2657-Lenox-Rd-NE,-Apt-170,-Atlanta,-GA-30324","2657 Lenox Rd NE, Apt 170, Atlanta, GA 30324",2657 Lenox Rd NE,Apt 170,Atlanta,GA,30324,Fulton,33.826839,-84.353241,Condo,1,1,,610.0,1994.0,,Active,189900,Standard,2024-09-14T00:00:00.000Z,,2024-09-14T00:00:00.000Z,2024-10-12T12:55:12.875Z,29,GeorgiaMLS,10370397,"{'name': 'Aaron Fenenbock', 'phone': '4704427721', 'email': 'aaronfen1987@gmail.com', 'website': 'https://www.onereal.com/aaron-fenenbock'}","{'name': 'Real Broker LLC', 'phone': '8554500442', 'email': 'ladonnadrake@gmail.com'}","{'2024-09-14': {'event': 'Sale Listing', 'price': 189900, 'listingType': 'Standard', 'listedDate': '2024-09-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 29}}",
"795-Ponce-De-Leon-Pl-NE,-Apt-C3,-Atlanta,-GA-30306","795 Ponce De Leon Pl NE, Apt C3, Atlanta, GA 30306",795 Ponce De Leon Pl NE,Apt C3,Atlanta,GA,30306,Fulton,33.776295,-84.363521,Condo,1,1,560.0,562.0,1930.0,{'fee': 350},Active,280000,Standard,2024-09-13T00:00:00.000Z,,2020-09-21T20:38:06.097Z,2024-10-12T12:55:12.809Z,30,FMLS,7453267,"{'name': 'Jared Sapp', 'phone': '4042375000', 'email': 'jared@atlantafinehomes.com', 'website': 'http://www.jaredsapp.com'}","{'name': ""Atlanta Fine Homes Sotheby's International Realty"", 'phone': '4042375000', 'email': 'info@atlantafinehomes.com', 'website': 'http://www.atlantafinehomes.com/'}","{'2024-09-13': {'event': 'Sale Listing', 'price': 280000, 'listingType': 'Standard', 'listedDate': '2024-09-13T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 30}}",
"1-Biscayne-Dr-NW,-Unit-807,-Atlanta,-GA-30309","1 Biscayne Dr NW, Unit 807, Atlanta, GA 30309",1 Biscayne Dr NW,Unit 807,Atlanta,GA,30309,Fulton,33.815587,-84.392642,Condo,1,1,820.0,819.0,1997.0,{'fee': 357},Active,249700,Standard,2024-09-15T00:00:00.000Z,,2024-09-15T00:00:00.000Z,2024-10-12T12:55:12.804Z,28,FMLS,7456207,"{'name': 'Lauren Sieber', 'phone': '7708515849', 'email': 'lauren@sieberrealtygroup.com', 'website': 'https://www.sieberrealtygroup.com'}",{'name': 'Epique Realty'},"{'2024-09-15': {'event': 'Sale Listing', 'price': 249700, 'listingType': 'Standard', 'listedDate': '2024-09-15T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 28}}",
"3334-Peachtree-Rd-NE,-Apt-1110,-Atlanta,-GA-30326","3334 Peachtree Rd NE, Apt 1110, Atlanta, GA 30326",3334 Peachtree Rd NE,Apt 1110,Atlanta,GA,30326,Fulton,33.849227,-84.370768,Condo,1,1,793.0,793.0,1997.0,{'fee': 385},Active,275000,Standard,2024-09-16T00:00:00.000Z,,2024-09-16T00:00:00.000Z,2024-10-12T12:55:12.778Z,27,FMLS,7442892,"{'name': 'Judy Hollowell', 'phone': '4047051570', 'email': '900614.lead.lag.100330451@cendant.leadrouter.com', 'website': 'http://www.coldwellbankeratlanta.com/judy.hollowell'}","{'name': 'Above Atlanta LLC', 'phone': '4042265158', 'email': 'jeff@aboveatlanta.com'}","{'2024-09-16': {'event': 'Sale Listing', 'price': 275000, 'listingType': 'Standard', 'listedDate': '2024-09-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 27}}",
"1468-Briarwood-Rd-NE,-Unit-403,-Atlanta,-GA-30319","1468 Briarwood Rd NE, Unit 403, Atlanta, GA 30319",1468 Briarwood Rd NE,Unit 403,Atlanta,GA,30319,DeKalb,33.850068,-84.329607,Condo,1,1,1015.0,1220.0,2007.0,{'fee': 334},Active,247000,Standard,2024-09-10T00:00:00.000Z,,2024-09-11T00:00:00.000Z,2024-10-12T12:54:37.850Z,33,GeorgiaMLS,10375205,"{'name': 'The Hom Co', 'phone': '4044193500', 'email': 'contracts@thehom.co'}","{'name': 'Keller Williams Rlty-Ptree Rd', 'phone': '4044193500', 'email': 'lynnlecraw@kw.com', 'website': 'peachtreeroad.yourkwoffice.com/mcj/user/homepagegetaction.do'}","{'2024-09-10': {'event': 'Sale Listing', 'price': 247000, 'listingType': 'Standard', 'listedDate': '2024-09-10T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 33}}",
"1850-Cotillion-Dr,-Unit-1416,-Dunwoody,-GA-30338","1850 Cotillion Dr, Unit 1416, Dunwoody, GA 30338",1850 Cotillion Dr,Unit 1416,Dunwoody,GA,30338,DeKalb,33.921106,-84.312186,Condo,1,1,936.0,,2004.0,{'fee': 225},Active,272000,Standard,2024-09-11T00:00:00.000Z,,2024-09-12T00:00:00.000Z,2024-10-12T12:54:37.814Z,32,GeorgiaMLS,10375484,"{'name': 'Ericka Brooks', 'phone': '6783625338', 'email': 'ebrooksrealestate@yahoo.com'}","{'name': 'Area West Realty Llc', 'phone': '4044391026', 'email': 'nia@areawestrealty.com', 'website': 'www.areawestrealty.com'}","{'2024-09-11': {'event': 'Sale Listing', 'price': 272000, 'listingType': 'Standard', 'listedDate': '2024-09-11T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 32}}",
"3208-Stratford-Cmns,-Decatur,-GA-30033","3208 Stratford Cmns, Decatur, GA 30033",3208 Stratford Cmns,,Decatur,GA,30033,DeKalb,33.791584,-84.277594,Condo,1,1,881.0,,2003.0,{'fee': 318},Active,229900,Standard,2024-09-11T00:00:00.000Z,,2024-09-12T00:00:00.000Z,2024-10-12T12:54:37.800Z,32,FMLS,7454264,"{'name': 'Denise E Paul', 'phone': '4042456908', 'email': 'denise.paul@bhhsgeorgia.com', 'website': 'http://www.denisepaul.bhhsgeorgia.com/'}","{'name': 'Berkshire Hathaway HomeServices Georgia Properties', 'phone': '4042668100', 'email': 'customercare@bhhsgeorgia.com', 'website': 'http://www.bhhsgeorgia.com'}","{'2024-09-11': {'event': 'Sale Listing', 'price': 229900, 'listingType': 'Standard', 'listedDate': '2024-09-11T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 32}}",
"113-Brittany-Ct,-Duluth,-GA-30096","113 Brittany Ct, Duluth, GA 30096",113 Brittany Ct,,Duluth,GA,30096,Gwinnett,34.010212,-84.170462,Condo,1,1,990.0,436.0,2005.0,{'fee': 235},Active,247999,Standard,2024-08-31T00:00:00.000Z,,2022-08-05T08:09:23.027Z,2024-10-12T12:53:48.885Z,43,FMLS,7447189,"{'name': 'Trey Bell', 'phone': '6782839834', 'email': 'treyrbell@kw.com', 'website': 'http://www.breg.homes'}","{'name': 'Keller Williams Rlty Atl.Partn', 'phone': '6784251988', 'email': 'klrw791@kw.com', 'website': 'barrowjackson.yourkwoffice.com'}","{'2024-08-31': {'event': 'Sale Listing', 'price': 247999, 'listingType': 'Standard', 'listedDate': '2024-08-31T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 43}}",
"312-Brittany-Ct,-Unit-312,-Duluth,-GA-30096","312 Brittany Ct, Unit 312, Duluth, GA 30096",312 Brittany Ct,Unit 312,Duluth,GA,30096,Gwinnett,34.010212,-84.170462,Condo,1,1,990.0,436.0,2005.0,{'fee': 235},Active,225000,Standard,2024-09-06T00:00:00.000Z,,2024-09-07T00:00:00.000Z,2024-10-12T12:49:46.393Z,37,GeorgiaMLS,10372387,"{'name': 'Kenya Diggs', 'phone': '7705727412', 'email': 'diggsrealty@gmail.com'}","{'name': 'HomeSmart', 'phone': '4048764901', 'email': 'tvonbrinegar@phpatlanta.com', 'website': 'www.palmerhouseproperties.com'}","{'2024-09-06': {'event': 'Sale Listing', 'price': 225000, 'listingType': 'Standard', 'listedDate': '2024-09-06T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 37}}",
"312-Brittany-Ct,-Duluth,-GA-30096","312 Brittany Ct, Duluth, GA 30096",312 Brittany Ct,,Duluth,GA,30096,Gwinnett,34.010212,-84.170462,Condo,1,1,990.0,436.0,2005.0,{'fee': 235},Active,225000,Standard,2024-09-06T00:00:00.000Z,,2024-09-07T00:00:00.000Z,2024-10-12T12:49:46.378Z,37,FMLS,7449572,"{'name': 'Kenya Diggs', 'phone': '7705727412', 'email': 'diggsrealty@gmail.com'}","{'name': 'HomeSmart', 'phone': '4048764901', 'email': 'tvonbrinegar@phpatlanta.com', 'website': 'www.palmerhouseproperties.com'}","{'2024-09-06': {'event': 'Sale Listing', 'price': 225000, 'listingType': 'Standard', 'listedDate': '2024-09-06T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 37}}",
"25-Springhedge-Ct-SE,-Smyrna,-GA-30080","25 Springhedge Ct SE, Smyrna, GA 30080",25 Springhedge Ct SE,,Smyrna,GA,30080,Cobb,33.893193,-84.493187,Condo,1,1,881.0,5192.0,1984.0,{'fee': 289},Active,214900,Standard,2024-08-16T00:00:00.000Z,,2024-08-17T00:00:00.000Z,2024-10-12T12:47:39.305Z,58,FMLS,7440365,"{'name': 'Mark Spain', 'phone': '8552997653', 'email': 'homes@markspain.com', 'website': 'http://www.markspain.com'}","{'name': 'Mark Spain Real Estate', 'phone': '7708869000', 'email': 'homes@markspain.com'}","{'2024-08-16': {'event': 'Sale Listing', 'price': 214900, 'listingType': 'Standard', 'listedDate': '2024-08-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 58}}",
"1250-Parkwood-Cir-SE,-Unit-2104,-Atlanta,-GA-30339","1250 Parkwood Cir SE, Unit 2104, Atlanta, GA 30339",1250 Parkwood Cir SE,Unit 2104,Atlanta,GA,30339,Cobb,33.902716,-84.461788,Condo,1,1,761.0,871.0,1995.0,{'fee': 180},Active,229000,Standard,2024-08-19T00:00:00.000Z,,2024-08-16T00:00:00.000Z,2024-10-12T12:45:30.041Z,55,GeorgiaMLS,10360860,"{'name': 'Barrett T Waters', 'phone': '6784880023', 'email': 'barrett@dannyplunkett.com'}","{'name': 'Keller Williams Realty Metro Atlanta', 'phone': '4045645560', 'email': 'dammann@kw.com', 'website': 'http://kwdecatur.com'}","{'2024-08-19': {'event': 'Sale Listing', 'price': 229000, 'listingType': 'Standard', 'listedDate': '2024-08-19T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 55}}",
"2815-Vineyard-Way-SE,-Smyrna,-GA-30082","2815 Vineyard Way SE, Smyrna, GA 30082",2815 Vineyard Way SE,,Smyrna,GA,30082,Cobb,33.888665,-84.544967,Condo,1,1,979.0,4182.0,1985.0,{'fee': 23},Active,209900,Standard,2024-08-23T00:00:00.000Z,,2022-03-07T05:53:40.720Z,2024-10-12T12:45:07.442Z,51,GeorgiaMLS,10363981,"{'name': 'Jessica Emerson', 'phone': '8285084138', 'email': 'j.summer.emerson@gmail.com'}","{'name': 'Avenue Realty, Inc.', 'phone': '4045225160', 'email': 'cdfuqua@mindspring.com', 'website': 'www.avenue-realty.com'}","{'2024-08-23': {'event': 'Sale Listing', 'price': 209900, 'listingType': 'Standard', 'listedDate': '2024-08-23T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 51}}",
"1103-Cannongate-Xing-SW,-Marietta,-GA-30064","1103 Cannongate Xing SW, Marietta, GA 30064",1103 Cannongate Xing SW,,Marietta,GA,30064,Cobb,33.943076,-84.576647,Condo,1,1,754.0,8276.0,1983.0,{'fee': 175},Active,193000,Standard,2024-08-26T00:00:00.000Z,,2024-08-27T00:00:00.000Z,2024-10-12T12:45:07.315Z,48,GeorgiaMLS,10365521,"{'name': 'Marjory Cesar', 'phone': '7705982269', 'email': 'marjory@mrsclosed.com', 'website': 'www.cesarsellsga.com'}","{'name': 'Keller Williams Realty Atlanta - East Cobb', 'phone': '7705090700', 'email': 'klrw178@kw.com;jima@kw.com', 'website': 'http://www.atlantanorthkw.com/'}","{'2024-08-26': {'event': 'Sale Listing', 'price': 193000, 'listingType': 'Standard', 'listedDate': '2024-08-26T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 48}}",
"206-11th-St-NE,-Unit-302,-Atlanta,-GA-30309","206 11th St NE, Unit 302, Atlanta, GA 30309",206 11th St NE,Unit 302,Atlanta,GA,30309,Fulton,33.783289,-84.380574,Condo,1,1,1239.0,1220.0,2001.0,{'fee': 452},Active,450000,Standard,2024-09-16T00:00:00.000Z,,2024-07-27T00:00:00.000Z,2024-10-12T12:41:48.257Z,27,GeorgiaMLS,10378614,"{'name': 'Matthew Doyle', 'phone': '5617076139', 'email': 'matthew.doyle@compass.com', 'website': 'http://www.doylegoodrowe.com'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'adminatlanta@compass.com'}","{'2024-09-16': {'event': 'Sale Listing', 'price': 450000, 'listingType': 'Standard', 'listedDate': '2024-09-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 27}}",
"2870-Pharr-Ct,-South-NW-Apt-2703,-Atlanta,-GA-30305","2870 Pharr Ct, South NW Apt 2703, Atlanta, GA 30305",2870 Pharr Ct,South NW Apt 2703,Atlanta,GA,30305,Fulton,33.83405,-84.385754,Condo,1,1,543.0,566.0,1988.0,{'fee': 337},Active,199500,Standard,2024-09-17T00:00:00.000Z,,2024-09-17T00:00:00.000Z,2024-10-12T12:41:48.248Z,26,GeorgiaMLS,10379451,"{'name': 'Nakia Roberson', 'phone': '4046257946', 'email': 'nakia@n-houserealty.com', 'website': 'www.nakiaroberson.com'}","{'name': 'Galyan Group Realty, Llc', 'phone': '4048069144', 'email': 'jdavr64@gmail.com'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 199500, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 26}}",
"244-Peters-St-SW,-Unit-20,-Atlanta,-GA-30313","244 Peters St SW, Unit 20, Atlanta, GA 30313",244 Peters St SW,Unit 20,Atlanta,GA,30313,Fulton,33.747573,-84.400931,Condo,1,1,727.0,727.0,1950.0,{'fee': 211},Active,220000,Standard,2024-09-17T00:00:00.000Z,,2024-02-14T00:00:00.000Z,2024-10-12T12:41:48.212Z,26,FMLS,7457220,"{'name': 'Carey Glasscock', 'phone': '8438616791', 'email': 'carey.glasscock@compass.com', 'website': 'https://www.compass.com/agents/carey-glasscock/'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'beth.butler@compass.com', 'website': 'www.compass.com'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 220000, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 26}}",
"1028-Saint-Charles-Ave-NE,-Apt-3,-Atlanta,-GA-30306","1028 Saint Charles Ave NE, Apt 3, Atlanta, GA 30306",1028 Saint Charles Ave NE,Apt 3,Atlanta,GA,30306,Fulton,33.77579,-84.353846,Condo,1,1,797.0,784.0,1920.0,{'fee': 240},Active,290000,Standard,2024-09-17T00:00:00.000Z,,2024-09-18T00:00:00.000Z,2024-10-12T12:41:48.212Z,26,FMLS,7456659,"{'name': 'Christy Rawls', 'phone': '4049402024', 'email': 'christy.rawls@cbrealty.com'}","{'name': 'Coldwell Banker Realty', 'phone': '7704290600', 'email': 'sherry.noles@coldwellbankeratlanta.com', 'website': 'https://www.coldwellbankerhomes.com//ga/marietta/office/marietta-cobb/oid_3275/'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 290000, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 26}}",
"270-17th-St-NW,-Unit-1708,-Atlanta,-GA-30363","270 17th St NW, Unit 1708, Atlanta, GA 30363",270 17th St NW,Unit 1708,Atlanta,GA,30363,Fulton,33.790853,-84.397563,Condo,1,1,1132.0,1137.0,2009.0,{'fee': 583},Active,409900,Standard,2024-09-17T00:00:00.000Z,,2022-05-08T14:48:53.517Z,2024-10-12T12:41:48.209Z,26,FMLS,7457234,"{'name': 'Randall Loehrig, Agent', 'phone': '4042349261', 'email': 'rl@atlantacityhomes.com', 'website': 'https://www.atlantacityhomes.com'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'beth.butler@compass.com', 'website': 'www.compass.com'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 409900, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 26}}",
"400-W-Peachtree-St-NW,-Unit-708,-Atlanta,-GA-30308","400 W Peachtree St NW, Unit 708, Atlanta, GA 30308",400 W Peachtree St NW,Unit 708,Atlanta,GA,30308,Fulton,33.765134,-84.388194,Condo,1,1,741.0,741.0,2007.0,{'fee': 374},Active,330000,Standard,2024-09-17T00:00:00.000Z,,2023-09-24T00:00:00.000Z,2024-10-12T12:41:48.204Z,26,GeorgiaMLS,10379426,"{'name': 'Matt Hester', 'phone': '7703678124', 'email': 'matt@matthesterhomes.com', 'website': 'http://www.matthesterhomes.com'}","{'name': 'Harry Norman, REALTORS® - East Cobb', 'phone': '7709779500', 'email': 'ec.office@harrynorman.com', 'website': 'http://www.harrynorman.com'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 330000, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 26}}",
"238-Walker-St-SW,-Unit-32,-Atlanta,-GA-30313","238 Walker St SW, Unit 32, Atlanta, GA 30313",238 Walker St SW,Unit 32,Atlanta,GA,30313,Fulton,33.748323,-84.40218,Condo,1,1,956.0,,2006.0,{'fee': 124},Active,199999,Standard,2024-09-17T00:00:00.000Z,,2024-09-18T00:00:00.000Z,2024-10-12T12:41:48.204Z,26,FMLS,7457358,"{'name': 'Roxanne Sellers', 'phone': '6788868369', 'email': 'roxanne.sellers@compass.com'}","{'name': 'COMPASS', 'phone': '4046686621', 'email': 'beth.butler@compass.com', 'website': 'www.compass.com'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 199999, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 26}}",
